@relation adult

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-gain2 numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute class {>50K,<=50K}

@data
45,Private,151627,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
31,Local-gov,197550,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Male,0,0,33,United-States,<=50K
22,Private,161638,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,Columbia,<=50K
46,Local-gov,274689,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Private,326297,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
52,Self-emp-inc,77392,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
58,Local-gov,292379,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
67,Private,166591,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,1848,0,99,United-States,<=50K
34,Federal-gov,168931,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,40,United-States,>50K
44,Private,198270,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,43,United-States,<=50K
46,Private,208872,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
17,Self-emp-not-inc,228786,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
45,Private,84298,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
45,Self-emp-not-inc,247053,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,101073,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
29,Private,227890,HS-grad,9,Never-married,Protective-serv,Other-relative,Black,Male,0,0,40,United-States,<=50K
62,?,68461,Doctorate,16,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
24,Private,318612,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,1504,40,United-States,<=50K
59,Self-emp-not-inc,136413,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,United-States,<=50K
32,Private,33117,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,175942,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,40,France,<=50K
49,State-gov,391585,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
17,Private,134480,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,25,United-States,<=50K
35,Local-gov,204277,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,171924,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Canada,>50K
28,Private,25955,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
27,Private,200227,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
47,Local-gov,39986,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,155983,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
58,Private,250206,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K
30,Private,310889,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,55,United-States,<=50K
31,State-gov,75755,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,55,United-States,>50K
57,Private,278763,Assoc-voc,11,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,47,United-States,<=50K
36,Private,295706,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,3674,0,42,United-States,<=50K
56,Local-gov,435836,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,485117,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States,<=50K
23,?,164574,Assoc-acdm,12,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
51,Private,316059,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,36,United-States,<=50K
18,Private,165532,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
23,Private,319842,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
63,Private,145985,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,100345,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
60,Private,118197,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K
34,Private,178623,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,35,United-States,<=50K
39,Self-emp-not-inc,122353,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,117528,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,199336,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,25,United-States,<=50K
39,State-gov,275300,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
58,Private,282023,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
19,Self-emp-not-inc,215493,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,20,United-States,<=50K
67,?,190340,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,114758,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States,>50K
29,Private,208406,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,64922,Bachelors,13,Separated,Other-service,Not-in-family,White,Male,0,0,70,England,<=50K
40,Private,208470,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
66,?,188842,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,24,United-States,<=50K
27,Private,29732,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,4865,0,36,United-States,<=50K
62,?,54878,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,25,United-States,<=50K
45,Private,168283,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,70767,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
41,Self-emp-not-inc,153132,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
27,Private,197380,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,171807,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
41,Private,107584,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
47,Self-emp-inc,102308,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United-States,>50K
35,Private,175232,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Self-emp-inc,229741,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1579,45,United-States,<=50K
53,Private,196328,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
21,Private,221480,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,25,Ecuador,<=50K
21,Private,351084,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,194723,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,?,218875,Some-college,10,Never-married,?,Other-relative,White,Female,0,0,20,United-States,<=50K
34,Private,170772,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
27,State-gov,431637,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,<=50K
19,?,258664,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
53,Local-gov,200190,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,55,United-States,>50K
43,Private,203554,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K
52,State-gov,101119,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,411273,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
50,Private,108926,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
32,Private,178623,Assoc-acdm,12,Never-married,Sales,Not-in-family,Black,Female,0,0,46,Trinadad&Tobago,<=50K
31,?,170513,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,99,United-States,<=50K
26,Private,138537,11th,7,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,50,United-States,<=50K
26,Private,154966,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
48,State-gov,148738,Some-college,10,Divorced,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
38,Private,348960,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,<=50K
55,Local-gov,135439,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,<=50K
26,Private,39014,12th,8,Married-civ-spouse,Priv-house-serv,Wife,Other,Female,0,0,40,Dominican-Republic,<=50K
18,Private,129010,12th,8,Never-married,Craft-repair,Own-child,White,Male,0,0,10,United-States,<=50K
21,Private,157893,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,0,0,40,United-States,<=50K
46,Private,146195,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36,United-States,<=50K
44,Self-emp-not-inc,85019,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,?,>50K
40,Private,63745,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
56,Private,178282,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
58,Private,126991,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K
23,State-gov,170091,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,6,United-States,<=50K
50,Local-gov,157043,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Female,2202,0,30,?,<=50K
22,Private,124454,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
25,Private,193820,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
27,?,180553,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,>50K
42,Private,113732,Some-college,10,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,625,40,United-States,<=50K
38,Private,203169,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
50,Local-gov,92486,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
57,Private,513440,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Mexico,<=50K
26,Private,295055,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
46,Self-emp-not-inc,236852,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
36,Private,184659,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,52,United-States,<=50K
25,Private,199224,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
66,Private,46677,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K
51,State-gov,48358,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,52,United-States,>50K
23,Private,107801,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1617,25,United-States,<=50K
22,Private,146352,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,60,United-States,<=50K
48,Private,246367,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
28,Private,77009,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
27,?,147638,Masters,14,Never-married,?,Not-in-family,Other,Female,0,0,40,Japan,<=50K
32,Local-gov,100135,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,>50K
32,Private,199963,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
25,Private,202091,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,60,United-States,<=50K
44,Private,198096,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K
33,Private,166961,11th,7,Separated,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
46,Private,149161,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,?,<=50K
59,Private,365390,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,359155,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
45,Private,162187,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50K
41,Local-gov,26669,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Local-gov,247676,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,45,United-States,<=50K
22,Private,88050,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,6,United-States,<=50K
47,Self-emp-inc,119471,7th-8th,4,Never-married,Craft-repair,Not-in-family,Other,Male,0,0,40,?,<=50K
21,Private,175800,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,<=50K
48,Self-emp-inc,196689,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
41,Private,122033,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,99,United-States,<=50K
18,Private,262118,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,22,Germany,<=50K
30,Private,509364,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,40,United-States,>50K
38,Private,353263,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,Italy,>50K
19,Private,187161,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
18,Private,335665,11th,7,Never-married,Other-service,Other-relative,Black,Female,0,0,24,United-States,<=50K
22,Private,192289,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,Puerto-Rico,<=50K
19,Private,456736,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
31,Self-emp-not-inc,213307,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,28,Mexico,<=50K
26,Private,222248,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,70,United-States,<=50K
50,Private,99392,Some-college,10,Divorced,Craft-repair,Not-in-family,Black,Female,0,0,45,United-States,<=50K
23,Private,150683,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
52,Private,128378,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
20,Private,147344,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
45,Private,193407,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,44,United-States,<=50K
30,Private,26543,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,198613,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,4650,0,40,United-States,<=50K
42,Private,54611,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,99970,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
39,Private,52870,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
69,Self-emp-not-inc,165017,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
45,State-gov,276157,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
55,Private,101480,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,33,United-States,<=50K
40,Private,217120,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
60,Private,83861,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,259336,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Peru,<=50K
45,Private,200471,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K
39,Federal-gov,129573,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,1741,40,United-States,<=50K
42,Private,258589,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,>50K
37,Private,118486,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,4934,0,32,United-States,>50K
34,State-gov,34104,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,38,United-States,>50K
38,Self-emp-inc,124665,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,0,0,20,United-States,<=50K
21,?,148294,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
74,Self-emp-not-inc,92298,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,United-States,<=50K
51,Local-gov,194970,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
22,Private,254351,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
42,Private,238384,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,36,United-States,<=50K
40,Private,326310,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
29,Federal-gov,196912,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
21,Private,250939,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,35,United-States,<=50K
17,Private,191535,11th,7,Never-married,Adm-clerical,Own-child,White,Male,0,0,7,United-States,<=50K
26,Private,190762,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,18,United-States,<=50K
17,Private,216086,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
42,Private,168515,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,State-gov,137613,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,17,Taiwan,<=50K
46,Private,219021,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,44,United-States,>50K
32,Private,202952,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,243743,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
43,Private,580591,1st-4th,2,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,28,Mexico,<=50K
38,Private,161141,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,?,118023,Some-college,10,Never-married,?,Own-child,White,Male,0,0,35,United-States,<=50K
42,Private,224203,Some-college,10,Widowed,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
42,Private,149102,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
73,?,281907,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,3,United-States,<=50K
37,Private,312271,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,<=50K
21,Private,472861,11th,7,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
29,Self-emp-not-inc,37429,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,<=50K
23,Private,44064,Some-college,10,Separated,Other-service,Not-in-family,White,Male,0,2559,40,United-States,>50K
64,Self-emp-inc,115931,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
53,Private,251675,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,<=50K
40,Private,165309,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,43,United-States,<=50K
40,Private,198096,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
28,Private,216814,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
17,Private,191910,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
28,Private,102142,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,253354,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
39,State-gov,126894,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,30,United-States,<=50K
27,Private,201017,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,<=50K
31,Private,214288,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,?,188758,10th,6,Never-married,?,Own-child,White,Male,0,0,14,United-States,<=50K
22,Private,122272,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
23,Private,126346,9th,5,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
38,State-gov,116975,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,50,United-States,>50K
18,Private,65098,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
55,Private,359972,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K
36,Private,200352,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
53,Private,302868,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
22,Private,198956,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Other,Male,0,0,35,United-States,<=50K
29,Private,190777,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
19,Private,183041,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States,<=50K
66,?,52728,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,<=50K
41,Private,152292,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
34,Private,159008,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States,>50K
34,Private,245378,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
57,Private,201112,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
42,Private,166740,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,154227,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
63,Private,187919,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,<=50K
53,Local-gov,236873,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
66,Self-emp-not-inc,212185,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,United-States,<=50K
39,Private,117381,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,<=50K
35,Private,98986,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K
57,Self-emp-not-inc,130957,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,70,United-States,>50K
50,State-gov,137815,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
43,Private,86797,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
61,?,158712,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,99,United-States,<=50K
19,Private,43937,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,<=50K
37,Private,269329,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,45,United-States,>50K
29,Private,180271,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,189775,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
33,Private,75435,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
57,Private,142924,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
45,State-gov,199326,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
24,Private,200295,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
